Checked,DOI,Donor,Acceptor,Donor SMILES,Acceptor SMILES,Voc,Jsc,FF,PCE,HOMO_A,LUMO_A,Ehl_A,Eg_A,HOMO_D,LUMO_D,Ehl_D,Eg_D
YES,10.1002/aenm.201700183,PBDB-T,IT-OM-1,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CC=CC(OC)=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=CC=CC(OC)=C4C2=C(C#N)C#N)=C3)C=C1,1.01,12.31,0.51,6.3,-5.5,-3.76,1.74,1.67,-5.33,-3.48,1.85,1.84
YES,10.1002/aenm.201903650,PBDB-T,IT-OH,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CC=CC=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(O)C=CC=C4C2=C(C#N)C#N)=C3)C=C1,0.89,16.71,0.7,7.8,-5.57,-3.92,1.65,1.54,-5.33,-3.48,1.85,1.84
YES,10.1002/adma.201703527,PBDB-T,IDT-2B,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=CC=C(C)C=C5C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=CC=C(C)C=C4C3=C(C#N)C#N)=C2)C=C1,0.89,13.3,0.539,6.42,-5.8,-3.84,1.96,1.73,-5.33,-3.48,1.85,1.84
YES,10.1002/adfm.202006141,PBDB-T,IPT2F-TT,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=CC=C(F)C=C5C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2N(C2=CC4=C(C=C(CCCCCC)S4)S2)C2=C3SC(/C=C3\C(=O)C4=CC=C(F)C=C4C3=C(C#N)C#N)=C2)C=C1,0.84,22.24,0.751,14.02,-5.6,-4,1.6,1.45,-5.33,-3.48,1.85,1.84
YES,10.1002/adfm.202006141,PBDB-T,IPT2F-Th,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=CC=C(F)C=C5C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2N(C2=CC=C(CCCCCC)S2)C2=C3SC(/C=C3\C(=O)C4=CC=C(F)C=C4C3=C(C#N)C#N)=C2)C=C1,0.86,20.44,0.712,12.52,-5.58,-4.03,1.55,1.47,-5.33,-3.48,1.85,1.84
YES,10.1002/adfm.201705927,PBDB-T,Ph-DTDP-IC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)OC3=C(SC(/C=C4\C(=O)C5=CC=CC=C5C4=C(C#N)C#N)=C3)C3=C2C=C2C(=C3)C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)OC3=C2SC(/C=C2\C(=O)C4=CC=CC=C4C2=C(C#N)C#N)=C3)C=C1,0.78,14.58,0.679,7.73,-5.53,-4,1.53,1.61,-5.33,-3.48,1.85,1.84
YES,10.1002/adfm.201705927,PBDB-T,Ph-DTDP-TTIC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)OC3=C(SC(C4=CC5=C(C=C(/C=C6\C(=O)C7=CC=CC=C7C6=C(C#N)C#N)S5)S4)=C3)C3=C2C=C2C(=C3)C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)OC3=C2SC(C2=CC4=C(C=C(/C=C5\C(=O)C6=CC=CC=C6C5=C(C#N)C#N)S4)S2)=C3)C=C1,0.9,10.58,0.421,4.02,-5.28,-3.92,1.36,1.45,-5.33,-3.48,1.85,1.84
YES,10.1002/adfm.201705927,PBDB-T,Ph-DTDP-TIC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)OC3=C(SC(C4=CC=C(/C=C5\C(=O)C6=CC=CC=C6C5=C(C#N)C#N)S4)=C3)C3=C2C=C2C(=C3)C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)OC3=C2SC(C2=CC=C(/C=C4\C(=O)C5=CC=CC=C5C4=C(C#N)C#N)S2)=C3)C=C1,0.89,17.31,0.596,9.21,-5.33,-3.89,1.44,1.46,-5.33,-3.48,1.85,1.84
YES,10.1002/adfm.202006141,PBDB-T,IPT2F-Ph,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCC1=CC=C(N2C3=C(SC(/C=C4\C(=O)C5=CC=C(F)C=C5C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C3=CC4=C(C=C3C2(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C2=C(C=C(/C=C3\C(=O)C5=CC=C(F)C=C5C3=C(C#N)C#N)S2)C4(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1,0.86,21.18,0.721,13.13,-5.57,-4,1.57,1.46,-5.33,-3.48,1.85,1.84
YES,10.1002/adma.201703527,PBDB-T,IDT-OB,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCCCC1(C2=CC=C(CCCCCC)C=C2)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=CC=C(C)C=C4C1=C(C#N)C#N)S2)C(CCCCCCCC)(C1=CC=C(CCCCCC)C=C1)C1=C3SC(/C=C2\C(=O)C3=CC=C(C)C=C3C2=C(C#N)C#N)=C1,0.88,16.18,0.711,10.12,-5.77,-3.87,1.9,1.66,-5.33,-3.48,1.85,1.84
YES,10.1002/adma.201703527,PBDB-T,IDT-2O,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=CC=C(C)C=C4C1=C(C#N)C#N)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(/C=C2\C(=O)C3=CC=C(C)C=C3C2=C(C#N)C#N)=C1,0.86,15.64,0.723,9.68,-5.73,-3.85,1.88,1.64,-5.33,-3.48,1.85,1.84
YES,10.1002/adma.201707508,PBDB-T,F-M,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=CC4=C(C=C21)C1=C(C=C(/C=C2\C(=O)C5=CC(C)=CC=C5C2=C(C#N)C#N)S1)C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(/C=C2\C(=O)C3=CC(C)=CC=C3C2=C(C#N)C#N)=C1,0.98,14.56,0.71,10.08,-5.42,-3.7,1.72,1.65,-5.33,-3.48,1.85,1.84
YES,10.1002/adfm.202103445,PBDB-T,LL3-2Cl,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCCCC1=C(/C=C2\C(=O)C3=CC(Cl)=C(Cl)C=C3C2=C(C#N)C#N)SC2=C1SC1=C2N(CC)C2=C1C1=NN(CC)N=C1C1=C2N(CC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=CC(Cl)=C(Cl)C=C3C2=C(C#N)C#N)=C1CCCCCCCC,0.79,26.96,0.677,14.4,-5.53,-3.92,1.61,1.32,-5.33,-3.48,1.85,1.84
YES,10.1002/adfm.202103445,PBDB-T,LL3,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCCCC1=C(/C=C2\C(=O)C3=CC(Cl)=C(Cl)C=C3C2=C(C#N)C#N)SC2=C1SC1=C2N(CC)C2=C1C1=NN(CC)N=C1C1=C2N(CC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=CC4=C(C=C3C2=C(C#N)C#N)C2C3C=CC(C3)C42)=C1CCCCCCCC,0.86,26.97,0.723,16.82,-5.48,-3.78,1.7,1.37,-5.33,-3.48,1.85,1.84
YES,10.1002/adfm.202103445,PBDB-T,LL4,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCCCC1=C(/C=C2\C(=O)C3=CC(Cl)=C(Cl)C=C3C2=C(C#N)C#N)SC2=C1SC1=C2N(CC)C2=C1C1=NSN=C1C1=C2N(CC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=CC4=C(C=C3C2=C(C#N)C#N)C2C3C=CC(C3)C42)=C1CCCCCCCC,0.82,26.05,0.709,15.18,-5.56,-3.82,1.74,1.39,-5.33,-3.48,1.85,1.84
YES,10.1002/aenm.201800424,PBDB-T,NNBDT,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCCCC1=C2C3=C(SC2=C(CCCCCCCC)C2=C1SC1=C2C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C1SC(/C=C1\C(=O)C4=CC5=CC=CC=C5C=C4C1=C(C#N)C#N)=C2)C1=C(C=C(/C=C2\C(=O)C4=CC5=CC=CC=C5C=C4C2=C(C#N)C#N)S1)C3(C1=CC=C(CCCCCC)C=C1)C1=CC=C(CCCCCC)C=C1,0.88,18.63,0.717,11.7,-5.46,-3.94,1.52,,-5.33,-3.48,1.85,1.84
YES,10.1002/adma.201707150,PBDB-T,INPIC-4F,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCCCN1C2=C(SC(/C=C3\C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)=C2)C2=C1C1=C(S2)C2=C(C=C3C(=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C3SC3=C2N(CCCCCCCC)C2=C3SC(/C=C3\C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)=C2)C1(C1=CC=C(CCCCCC)C=C1)C1=CC=C(CCCCCC)C=C1,0.85,21.61,0.715,13.13,-5.42,-3.94,1.48,1.39,-5.33,-3.48,1.85,1.84
YES,10.1002/adfm.201903269,PBDB-T,p-INPOIC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCCCN1C2=C(SC(/C=C3\C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)=C2)C2=C1C1=C(S2)C2=C(C=C3C(=C2)C(C2=CC=C(OCCCCCC)C=C2)(C2=CC=C(OCCCCCC)C=C2)C2=C3SC3=C2N(CCCCCCCC)C2=C3SC(/C=C3\C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)=C2)C1(C1=CC=C(OCCCCCC)C=C1)C1=CC=C(OCCCCCC)C=C1,0.835,18.4,0.632,9.71,-5.38,-4,1.38,1.37,-5.33,-3.48,1.85,1.84
YES,10.1002/adfm.201903269,PBDB-T,m-INPOIC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCCCN1C2=C(SC(/C=C3\C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)=C2)C2=C1C1=C(S2)C2=C(C=C3C(=C2)C(C2=CC=CC(OCCCCCC)=C2)(C2=CC(OCCCCCC)=CC=C2)C2=C3SC3=C2N(CCCCCCCC)C2=C3SC(/C=C3\C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)=C2)C1(C1=CC=CC(OCCCCCC)=C1)C1=CC=CC(OCCCCCC)=C1,0.846,19,0.661,10.6,-5.41,-3.97,1.44,1.41,-5.33,-3.48,1.85,1.84
YES,10.1002/adma.201707150,PBDB-T,INPIC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCCCN1C2=C(SC(/C=C3\C(=O)C4=CC=CC=C4C3=C(C#N)C#N)=C2)C2=C1C1=C(S2)C2=C(C=C3C(=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C3SC3=C2N(CCCCCCCC)C2=C3SC(/C=C3\C(=O)C4=CC=CC=C4C3=C(C#N)C#N)=C2)C1(C1=CC=C(CCCCCC)C=C1)C1=CC=C(CCCCCC)C=C1,0.96,8.55,0.525,4.31,-5.36,-3.82,1.54,1.46,-5.33,-3.48,1.85,1.84
YES,10.1002/aenm.201803541,PBDB-TF,AT-4Cl,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCC(CC)COC1=CC=C(C2(C3=CC=C(OCC(CC)CCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=CC(Cl)=C(Cl)C=C5C4=C(C#N)C#N)=C3)C3=C2C2=CC4=CC=C5C6=C(C=C(/C=C7\C(=O)C8=CC(Cl)=C(Cl)C=C8C7=C(C#N)C#N)S6)C(C6=CC=C(OCC(CC)CCCC)C=C6)(C6=CC=C(OCC(CC)CCCC)C=C6)C5=C4C=C2C=C3)C=C1,0.901,19.52,0.755,13.27,-5.71,-3.89,1.82,1.6,-5.49,-3.64,1.85,1.8
YES,10.1002/adfm.202102189,PBDB-TF,ITCC-M,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(C)S6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(C)S4)C2=C(C#N)C#N)=C3)C=C1,1.16,13.8,0.588,9.3,-5.43,-3.68,1.75,1.72,-5.49,-3.64,1.85,1.8
YES,10.1002/adfm.202102189,PBDB-TF,ITCC-Cl,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(Cl)S6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(Cl)S4)C2=C(C#N)C#N)=C3)C=C1,1.01,17,0.649,11.2,-5.4,-3.78,1.62,1.66,-5.49,-3.64,1.85,1.8
YES,10.1002/aenm.201900041,PBDB-TF,ITC-2Cl,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(Cl)SC=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(Cl)SC=C4C2=C(C#N)C#N)=C3)C=C1,0.91,20.1,0.741,13.6,-5.58,-4.01,1.57,1.58,-5.49,-3.64,1.85,1.8
YES,10.1002/aenm.201903650,PBDB-TF,IT-DOH,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(O)C=CC=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(O)C=CC=C4C2=C(C#N)C#N)=C3)C=C1,0.96,17.78,0.73,11,-5.58,-3.93,1.65,1.53,-5.49,-3.64,1.85,1.8
YES,10.1002/adma.201800868,PBDB-TF,IT-4Cl,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CC(Cl)=C(Cl)C=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=CC(Cl)=C(Cl)C=C4C2=C(C#N)C#N)=C3)C=C1,0.79,22.67,0.752,13.45,-5.75,-4.09,1.66,1.48,-5.49,-3.64,1.85,1.8
YES,10.1002/adfm.202102189,PBDB-TF,IDTT-M-2F,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CC(F)=C(F)C=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(C)S4)C2=C(C#N)C#N)=C3)C=C1,0.97,17.4,0.661,11.6,-5.4,-3.87,1.53,1.59,-5.49,-3.64,1.85,1.8
YES,10.1002/adfm.202102189,PBDB-TF,IDTT-Cl-2F,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CC(F)=C(F)C=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(Cl)S4)C2=C(C#N)C#N)=C3)C=C1,0.94,18.8,0.701,12.7,-5.42,-3.92,1.5,1.56,-5.49,-3.64,1.85,1.8
YES,10.1002/adma.201704051,PBDB-TF,IDTN,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=CC6=CC=CC=C6C=C5C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=CC5=CC=CC=C5C=C4C3=C(C#N)C#N)=C2)C=C1,0.94,16.58,0.78,12.2,-5.8,-3.98,1.82,1.57,-5.49,-3.64,1.85,1.8
YES,10.1002/adma.201704051,PBDB-TF,IDTI,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=CC=CC=C5C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=CC=CC=C4C3=C(C#N)C#N)=C2)C=C1,0.993,13.01,0.57,7.4,-5.81,-3.94,1.87,,-5.49,-3.64,1.85,1.8
YES,10.1002/adma.201804723,PBDB-TF,F-M,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=CC4=C(C=C21)C1=C(C=C(/C=C2\C(=O)C5=CC(C)=CC=C5C2=C(C#N)C#N)S1)C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(/C=C2\C(=O)C3=CC(C)=CC=C3C2=C(C#N)C#N)=C1,0.99,14.6,0.727,10.49,-5.42,-3.7,1.72,1.65,-5.49,-3.64,1.85,1.8
